"challenge_id","question_id","question_text","answer_id","answer_text"
842,4072,Which organization is named as releasing the 2003 DVD box set of the entire series?,4072,Brain Damage Films
842,4073,What percentage is given as the Rotten Tomatoes approval rating for Querelle?,4073,57%
842,4074,"In the described dice-game rule, what must the suitor submit to first if he loses?",4074,anal sex with Nono
842,4075,"Despite not being released theatrically, on what date did Le masque de la Méduse premiere?",4075,19 November 2009
843,4076,"In the Pew Research Center poll mentioned, what percentage is given for Germans who believed homosexuality should be accepted by society?",4076,87%
843,4077,What date is given for when the PRC authorities set up the Association for Relations Across the Taiwan Straits (ARATS)?,4077,16 December 1991
843,4078,"Within the parenthetical list of the Reds' home-opening exceptions, which year is tied to starting the season at Philadelphia after rain washed out the opening series in Cincinnati?",4078,1966
843,4079,What is stated as the reason for the interruption during ITU TV's stagnation period?,4079,1960 Turkish coup d'état
843,4080,"According to the text, the ""Theory of Relativity of Distance"" resolves the problem by multiplying by what?",4080,the square root of minus one
844,4081,In what year was Brian Goodwin born?,4081,1931
844,4082,What scholarship is mentioned in connection with emigrating to the UK?,4082,Rhodes Scholarship
844,4083,"What current name was adopted on May 21, 1968?",4083,Kingsbrook Jewish Medical Center
844,4084,Who hosted the meetings in Villa Serbelloni?,4084,Rockefeller Foundation
844,4085,Which person is named in the parenthetical 'save for' clause about storylines?,4085,Vega
845,4086,What is the quoted acronym in the plan name pushed through by the engineers?,4086,LUTS
845,4087,What annual salary is stated for the first organist hire at St. Mark's in Venice?,4087,40 ducats
845,4088,Under what name did the person enroll at Palo Alto High School?,4088,Jay Mitchell Huntsman
845,4089,"Who did Ward replace Whitmer with on February 27, 2009?",4089,Tony Russell
845,4090,How many names of the designated Assault Guards are known?,4090,four
846,4091,On what date was Spy Ship released by Warner Bros.?,4091,"June 6, 1942"
846,4092,What operating budget amount is stated for Mystery Mountain?,4092,"$65,000"
846,4093,Which company is named as releasing Competition?,4093,Mutual Film
846,4094,Which film is explicitly described as Eason's directorial debut?,4094,Competition
846,4095,"In the sentence containing ""limited mainly to"", what are the first two words immediately after that phrase?",4095,low-budget westerns
847,4096,What dollar amount is stated as the maximum amount of the contract awarded to Cerner in May 2018?,4096,$10 billion
847,4097,How many instances of VistA is Cerner stated to replace?,4097,130 instances
847,4098,What amount was appropriated for fiscal year 2019 for planning and managing the transition from VistA to Cerner?,4098,$1.1 billion
847,4099,What does the Governance Integration Board serve as for the EHRM program?,4099,Configuration Control Board
847,4100,What were sites allowed to do if there was a need to continue to operate a nonstandardized VistA instance?,4100,apply for a waiver
848,4101,What amount is shown in parentheses as the current micro-purchase threshold?,4101,"$10,000"
848,4102,What amount is shown in parentheses as the current simplified acquisition threshold?,4102,"$250,000"
848,4103,What is the stated current count of PCRs?,4103,49 PCRs
848,4104,What time span is stated as the participation limit for the 8(a) Program?,4104,nine years
848,4105,Which word introduces the exception to reserving certain contracts exclusively for small businesses?,4105,unless
849,4106,"In Passage 2, what year is given after the phrase indicating the castle is 'dating to'?",4106,1504
849,4107,"In the description of the courtyard buildings, what height is stated for the remaining curtain wall?",4107,10 m
849,4108,"In Passage 1, what is stated as the alternative name of the structure?",4108,Cowie Chapel
849,4109,"In the Mearns FM history section, for how long could community stations operate at a time?",4109,28 days
849,4110,"In Passage 9, what year is mentioned in the statement about being able to keep broadcasting until at least a certain year?",4110,2024
850,4111,What time is specified for the play?,4111,The Present
850,4112,What is the date listed for the first production at the Duke of York's Theatre?,4112,"FEBRUARY 21, 1910"
850,4113,Which code is mentioned for the person the visitor had been seeing?,4113,Q 3007
850,4114,"By what point did Mr. Walter How come back from Trenton, ending the period the cheque-book stayed in his pocket?",4114,Tuesday morning
850,4115,"If any sign of injury to his health shows itself, what will happen to his case?",4115,reported at once
851,4116,What is the stated release date for Please Hammer Don't Hurt 'Em?,4116,"February 12, 1990"
851,4117,"What dollar amount is offered as a bounty to successfully ""take out"" Goldberg?",4117,"$100,000"
851,4118,"For World War II, missions are based solely on what theater of operations?",4118,European Theater of Operations
851,4119,Which Charter article is described as impermissible to view as overriding Article 101 (3)?,4119,Article 8
851,4120,Which nation at Uppsala is explicitly named as the single exception to the membership requirement?,4120,Södermanland-Nerikes nation
852,4121,In what year does the text state that Fougeres lived in the rue de Navarin?,4121,1832
852,4122,What catalogue number appears immediately before the entry for “Grassou de Fougeres (Pierre)”?,4122,510.
852,4123,What amount did Elie Magus give him after eying his first picture?,4123,fifteen francs
852,4124,Complete the quoted statement: “Without selection by the Academy there will be no ____”,4124,Salon
852,4125,In whose presence were the green baize curtains “not undrawn”?,4125,young ladies
853,4126,In which year was the Mermaid Series launched?,4126,1887
853,4127,"Around 1894, which London firm took over the Mermaid Series?",4127,T. Fisher Unwin
853,4128,The name of the Mermaid Series alludes to which tavern?,4128,Mermaid Tavern
853,4129,What birth date is given for Enoch Arnold Bennett in parentheses?,4129,27 May 1867
853,4130,Ellis wrote that sterilization of the unfit must be voluntary and never what?,4130,compulsory
854,4131,What date is given for the release of Hillside Album?,4131,13 July 1998
854,4132,What was the stated value of the sponsorship contract?,4132,"25,000 Euros"
854,4133,On what date was Undine successfully refloated?,4133,1 August
854,4134,Harley Earl's approval led to the acceptance of what proposal?,4134,Duntov's proposal to establish the Corvette racing team
854,4135,Which ambient elements are said to be ignorable from the surface analysis?,4135,carbon and nitrogen
855,4136,What date is given in parentheses for Sarah-Jane Hutt?,4136,"October 3, 1964"
855,4137,In what year did the £42.5 million purpose built museum in Leeds Dock open?,4137,1996
855,4138,What percentage reduction is stated as preceding the staff job losses mentioned for March 2011?,4138,15%
855,4139,Access to the fifth floor is only possible from what?,4139,designated gold lift
855,4140,What is the current limit stated for the duration of Tests?,4140,five days
856,4141,What sampling-rate value is stated for the CW-based fNIRS system?,4141,6.25 Hz
856,4142,What ClinicalTrials.gov identifier is provided for the study?,4142,NCT02980380
856,4143,What count is explicitly given for how many items a session contains?,4143,20 questions
856,4144,Feedback was provided only if classification accuracy was greater than what?,4144,chance-level upper limit
856,4145,"In the sentence that begins with the phrase about a single exception, which participant is referenced?",4145,patient W
857,4146,What date is stated for when Great News premiered on NBC?,4146,"April 25, 2017"
857,4147,How many episodes are stated for Great News's second season renewal?,4147,13 episodes
857,4148,What year is given for when 3 Arts Entertainment was founded?,4148,1991
857,4149,What time is stated for FX's Thursday broadcast of Louie (season 2) in the United States?,4149,10:30 pm
857,4150,"In Louie (season 5), what substance is named in the phrase ""high on"" describing the reason for the shortened season length?",4150,marijuana
858,4151,What feature of big corporations is cited as the reason they were essentially blocked from running casinos in Nevada?,4151,many shareholders
858,4152,How many teams are mentioned as having never won the Super Bowl?,4152,12
858,4153,"In the summer months, low flows run about how many cubic feet per second (cfs)?",4153,2 cubic feet per second (cfs)
858,4154,"In the production LFA name, the quoted letter stands for which word?",4154,Apex
858,4155,"Godfrey's reputation for what was described as ""one exception""?",4155,bullying members of his cast offstage
859,4156,"What date appears inside parentheses after the name ""Monty Sharma""?",4156,17 April 1970
859,4157,"What is the stated date when the film was eventually released in India, the United Kingdom and North America?",4157,14 December 2001
859,4158,Which company name is given in the personal album contract offered as a prize to the winner?,4158,Big Music
859,4159,"In the described phone-based audition method, what number did the participant have to call from their Hutch mobile number?",4159,12399
859,4160,What maximum duration is stated for Hindi songs the participant was allowed to sing?,4160,60 seconds
860,4161,What year is Love's Joys and Woes described as a German silent comedy film?,4161,1926
860,4162,At which venue in Berlin did We Stick Together Through Thick and Thin premiere?,4162,Marmorhaus
860,4163,"On what date did Henderson make one final appearance on NBC-TV's ""This Is Your Life""?",4163,"March 10, 1954"
860,4164,Narcotics is the French-language version of which 1932 German film?,4164,The White Demon
860,4165,"In the exception clause ""(except for Roman and guitarist ...)"", which guitarist is named?",4165,Coco Schumann
861,4166,What time does Greta say she will be at the pub?,4166,7.30pm
861,4167,"According to Hugo, when will Belize hold a referendum?",4167,April 2019
861,4168,What start time does Larry give for tomorrow's training?,4168,6:30
861,4169,What does John tell Allison to take rather than driving?,4169,a taxi
861,4170,What does Allison mention as the only reason someone might need to bring something?,4170,special dietary requirements
862,4171,"In Passage 1, what birth year appears in parentheses after the person’s name?",4171,1976
862,4172,Who is credited as the director of the 1951 short fantasy film titled “Santa and the Fairy Snow Queen”?,4172,Sid Davis
862,4173,"In Passage 3, which performer is stated as being in the titular role?",4173,Helen Mirren
862,4174,"In Passage 4, which person is named as taking over the titular role from the earlier performer?",4174,Julia McKenzie
862,4175,"In Passage 2, what words immediately follow “can only change the toys back”?",4175,if they wish
863,4176,What email address is provided for contacting Broadjam if something is unclear?,4176,info@broadjam.com
863,4177,Who is named as Broadjam's designated agent?,4177,Elizabeth T Russell
863,4178,After how long are Broadjam-issued checks declared void?,4178,180 days
863,4179,Changes to the agreement become effective upon being posted to what?,4179,the Site
863,4180,What is the stated cap that Broadjam's total cumulative liability cannot exceed?,4180,"the total amount paid by you, if any, to access the Site"
864,4181,"Which year is stated as the probable writing date of The ""Huron Carol""?",4181,1642
864,4182,How many points did Hitchin reach in the 2009–10 campaign described?,4182,100 points
864,4183,What day and month are given for Hannover being decommissioned at Kiel?,4183,25September
864,4184,"Fill the missing phrase: ""In probabilistic terms, a traffic trace ____ of a random process"".",4184,is a realization
864,4185,"According to canonical teaching, what is the only legitimate reason for a divorce?",4185,adultery
865,4186,In what year did Alexa Internet begin donating crawl data to the Internet Archive?,4186,1996
865,4187,How many students from the university's athletics union were on the trip mentioned?,4187,150
865,4188,What is the name of the student newspaper referenced in the passage?,4188,the Beaver
865,4189,After what period are these data added to the Wayback Machine?,4189,an embargo period
865,4190,What must be shown to be true for disciplinary action to be taken?,4190,the allegations
866,4191,"In the passage about ""Food, Glorious Food"", who is it written by?",4191,Lionel Bart
866,4192,What four-digit year appears in the sentence stating when the poem was first published?,4192,1818
866,4193,"In the radiation measurement passage, a milliroentgen (""mR"") is equal to what fraction of a roentgen?",4193,one one-thousandth of a roentgen
866,4194,"In the SI-units relationship list, what appears on the right-hand side of the expression ""1Sv =""?",4194,100 rem
866,4195,"In the wobbegong passage, what is the adverb–verb phrase describing what people do before being bitten in shallow water?",4195,accidentally step on
867,4196,On what date were the 2019-20 allocations published?,4196,4 June
867,4197,"For 2019-20, what amount is being allocated?",4197,£149 million
867,4198,"In 2017-18, operating cash was about what percentage of income?",4198,7.6 per cent
867,4199,The targeted HE-FE collaboration funding was constrained to be available only to do what (as stated)?,4199,pump-prime new activity or to add value to existing activity
867,4200,Borrowing is exempt from requiring HEFCW consent when it is described as what?,4200,relatively trivial borrowing
868,4201,What year is stated for when the village was founded by Sir Samuel Davenport?,4201,1848
868,4202,What area (in hectares) is given for the City of Burnside?,4202,"2,753 hectares"
868,4203,"According to the 2010 census, what was the population of Ardmore?",4203,"24,283"
868,4204,"In the stated rule for appointing a successor trustee, which vote type is explicitly negated?",4204,majority vote
868,4205,Which weekday is singled out as the exception to the usual weekday closing time for the library?,4205,Thursday
869,4206,In what month and year was the Académie Royale de Danse founded?,4206,March 1661
869,4207,How many pupils did Form IV start with?,4207,fourteen
869,4208,On what date was Ferdinand's status downgraded from treaty hostage to common prisoner?,4208,11 October 1438
869,4209,"What is the exception stated after the word ""except"" in the pledge's first sentence?",4209,in self-defense
869,4210,Which words are given as the reason the remarks cannot be taken at face value?,4210,"polemical, biased and misleading"
870,4211,What was Cohen's number (as stated in the text)?,4211,182492
870,4212,"In the explanation of Abbruchkommando Krematorium, what task is it in charge of?",4212,the demolition of the Krematoriums
870,4213,"According to the text, what action was forbidden for members of the Sonderkommando?",4213,leave the camp
871,4214,What year was the Broward Correctional Institution facility opened?,4214,1977
871,4215,Which date is stated as the new premiere date for Shooter?,4215,"November 15, 2016"
871,4216,When is the neon described as not being lit?,4216,During the day
872,4217,In what year was the Ballbarrow released in the UK?,4217,1974
872,4218,How many people does the Crucible seat?,4218,980
872,4219,The breathalyser was initially only used for what?,4219,indicative purposes
873,4220,What is the stated death date for Diego Fernández de Villalán?,4220,7 Jul 1556
873,4221,Who is named as confirming him as Bishop of Almería?,4221,Pope Adrian VI
873,4222,Which child is explicitly excluded from those born before February 1020?,4222,Justa
874,4223,El-Hamrawy was arrested with how many additional people?,4223,five
874,4224,Public political gatherings of more than what number trigger the prior police permit rule?,4224,10
874,4225,The appeals hearing for their case is scheduled to take place on which day?,4225,Saturday
875,4226,In what year does the text say Pratt was appointed a chaplain of the East India Company?,4226,1838
875,4227,After how long did the 1864 order require chaplains to retire?,4227,twenty-five years
875,4228,"According to the text, the name Ledi Sayadaw is described as meaning what (first two words only)?",4228,respected teacher
876,4229,"What year is given immediately after the words ""Introduced in""?",4229,2001
876,4230,What numeric value is specified as the confidence score used with TagMe!?,4230,0.3
876,4231,"In the B2 baseline description, which four-word operator appears between the comma and the title criterion?",4231,if and only if
877,4232,What is the size of the corpus created as a prerequisite to training the model?,4232,"5,000"
877,4233,What is the ending month and year for when the sampled posts appeared?,4233,March 2015
877,4234,"When training the model, which quartiles of comments are used?",4234,top and bottom quartiles
878,4235,Nancy says she has lost what amount of water weight?,4235,7 pounds
878,4236,"What identifier appears after the text ""The number of package are:""?",4236,CA20192735641
878,4237,Which three-word limitation does Bill state about when he can come and deal with it?,4237,only after lunch
879,4238,Approximately how many students does Pinkerton Academy serve?,4238,"3,269"
879,4239,"Due to an in-game bug, the player loses the continue function immediately upon merely setting foot in which domain?",4239,the earth domain
879,4240,What is the length of the BOT concession period?,4240,30 years
880,4241,In what year was the Saint Gevork of Mughni Church in Tbilisi entirely rebuilt?,4241,1756
880,4242,Until what period did the Saint Gevork of Mughni Church serve as a museum of folk art?,4242,the mid-1980s
880,4243,The title is an allusion to which 1952 collection of essays?,4243,Scrutiny: The Common Pursuit
881,4244,After making what kind of landing was the helicopter damaged?,4244,a hard landing
881,4245,The handover of the helicopter tail was to be made on which day?,4245,Tuesday
881,4246,Gillani began a how-long visit to China?,4246,four-day
882,4247,"When was ""I've Never Seen Star Wars"" first broadcast on BBC Four?",4247,early 2009
882,4248,"The title of ""I've Never Seen Star Wars"" comes from which producer and creator?",4248,Bill Dare
882,4249,What is the starting date stated for the Atlantic hurricane season?,4249,June 1
883,4250,Electrum is often known as what two-word term?,4250,green gold
883,4251,Electrum’s colour ranges from pale to bright yellow depending on the proportions of which two metals?,4251,gold and silver
883,4252,Conservative management mentions angulation under what degree value?,4252,10°
884,4253,"What is the name of the record company mentioned after the demo tapes were made in 1960 in Boise, Idaho?",4253,Gardena Records
884,4254,"In the statement about the last album of cover songs, what is identified as the next album?",4254,Midnight Ride
884,4255,"In the track listing line about who sang all songs, what exact words indicate an exception?",4255,except where noted
885,4256,"In United's updated boarding process, how many lanes will be used for boarding?",4256,two lanes
885,4257,Chase co-branded credit card holders will board in which group?,4257,group 2
885,4258,What must be received before the parties fully implement the JBA?,4258,necessary government approvals
886,4259,"What number is given after the name ""Middleton,"" in the sentence describing the passenger seat of an Audi convertible?",4259,28
886,4260,What quantity did the picture editor for U.K.'s Daily Mail newspaper say cross his desk every single day?,4260,400 photographs
886,4261,Police told ABC News there is no investigation for what stated reason?,4261,no one has filed a complaint
887,4262,What is the stated highest aggregate for the retired Sri Lankan bowler Muttiah Muralitharan?,4262,800 wickets
887,4263,"In 2003, the NCDL was rebranded as what?",4263,Dogs Trust
887,4264,"In the sentence beginning ""Dogs Trust never euthanises healthy dogs,"" what two-word phrase immediately follows ""however""?",4264,some dogs
888,4265,"According to the text, what does it say the chance remains?",4265,fifty-fifty
888,4266,"In the text, what did Abraham see come to life?",4266,the birds
888,4267,What must be used in a comment to qualify for a personal reply?,4267,blogger's name/nick
889,4268,What butter amount is stated as the monthly limit in the welfare coupons sentence?,4268,200g
889,4269,Which street address is given for the Blackpool exhibition?,4269,111 Central Promenade
889,4270,"Which body is named right after the phrase ""Mandated by the"" in the NRPs description?",4270,Federal Council
890,4271,What area is stated for East Thrace?,4271,"23,764 km2"
890,4272,Which law is named in the parenthetical that explains processor power doubling?,4272,Moore's Law
890,4273,The text says floating migrants have complicated data collection especially since what year?,4273,2013
891,4274,"In Elijah's message, what location is given for the Monday 6 p.m. meeting?",4274,room 12
891,4275,"According to Marie, who has to fill in page 4?",4275,Only non-residents of Alberta
891,4276,How long is the train delayed?,4276,30 minutes
892,4277,"In East Timor, which city is its capital and largest city?",4277,Dili
892,4278,For how long would the multinational force be present in East Timor before replacement?,4278,four months
892,4279,What percentage of the vote must parties achieve to enter parliament?,4279,3%
893,4280,Neuronblocks is built on which deep learning framework?,4280,PyTorch
893,4281,"In the sentence that lists two layers after a colon, which layer is mentioned first?",4281,Block Zoo
893,4282,How many questions are stated to be in the WikiQA dataset?,4282,"3,047"
894,4283,"In December 2004, initial observations indicated a probability up to what percentage?",4283,2.7%
894,4284,"On December 27, 2004, what level did Apophis reach on the Torino scale?",4284,level 4
894,4285,"According to the text, firing would occasionally create what in the walls?",4285,small holes
895,4286,Which years is the current and third guildhall stated to have been built between?,4286,1906 and 1913
895,4287,Construction of which railway is given as the reason they moved in 1882?,4287,Canadian Pacific Railway
895,4288,Students were given permission to visit the city of Mission until what year?,4288,1948
896,4289,What numeric range is given for the rays of the anal fin?,4289,11-14
896,4290,In what year was the University of East Anglia's Creative Writing Course founded?,4290,1970
896,4291,Which genus is named in the statement about being the only species in a monospecific genus?,4291,Lavinia
897,4292,On what date was Seasoned Veteran released?,4292,"November 5, 1996"
897,4293,Where is Levni Yilmaz based?,4293,San Francisco
897,4294,"In the sentence ""Of his personal history nothing is known, except that he had ____ at Jerusalem"", what fills the blank?",4294,seen the Temple
898,4295,What scheduled release date are Scott and Sony still committed to hitting?,4295,Dec. 22
898,4296,Which role is stated as the one to be reshot after the casting change?,4296,J. Paul Getty
898,4297,"Fill in the final two words in: ""Rating is available when the video has ___"".",4297,been rented
899,4298,What amount of reserves did Dry Fork have as of 2009?,4298,330 mm tons
899,4299,In which year was the Raspadskaya Coal Mine opened?,4299,1973
899,4300,"Which taxes were excluded from the statement that no corporate, federal, provincial taxes or government royalties were paid in 2010?",4300,personal income taxes
900,4301,In what year was the Buckingham Archeological Site listed on the National Register of Historic Places?,4301,1975
900,4302,How many people does Paravakkal consist of?,4302,1723
900,4303,"In Bylakuppe, what is mandatory for foreigners to stay overnight?",4303,PAP
901,4304,On what date did Stan Rice die?,4304,"December 9, 2002"
901,4305,What date is given for the release of Pownall's debut EP?,4305,5 April 2010
901,4306,The London production of Riflemind closed as a result of the financial pressure of what?,4306,Global Financial Crisis
